Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual
191m²,5 p.,0 p.,3 000 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:31732857
Chauffage
:Individuel, électrique
Jardin
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75016,191,6,2e,1,1,0,"Individuel, électrique",0,0,0,1
177m²,5 p.,3 p.,1 990 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",75017,177,6,1er,0,0,0,Unknown,0,0,0,0
25m²,1 p.,0 p.,299 900 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:27290645
Etage du bien
:4e",75016,25,6,4e,0,0,0,Unknown,0,0,0,0
76m²,3 p.,2 p.,681 000 ,Paris 18 (75018)|Montmartre - Sacré Coeur - Abb...,"Ref de l'annonce
:3129
Chauffage
:Individuel, électrique
Parking
Etage du bien
:6e
Cave
Ascenseur
Nombre de salle de bain
:1",75018,76,5,6e,1,1,0,"Individuel, électrique",0,1,0,1
215m²,6 p.,4 p.,2 150 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:GM1-794F
Chauffage
:Central
Cave
Ascenseur
Nombre de salle de bain
:2",75016,215,6,2e,2,1,0,Central,0,0,1,0
50m²,3 p.,2 p.,525 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:78
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",75015,50,7,1er,0,1,0,Unknown,0,0,0,0
61m²,4 p.,2 p.,710 000 ,"Paris 17 (75017)
Guy Môquet","Ref de l'annonce
:1522CKL
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:4
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,61,4,3e,1,1,0,Central,0,0,1,0
71m²,3 p.,2 p.,1 200 000 ,"Paris 06 (75006)
PARIS","Ref de l'annonce
:CA11-1887
Chauffage
:Individuel
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75006,71,6,2e,1,0,0,Individuel,0,0,0,1
184m²,11 p.,10 p.,2 100 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-029KTJ
Parking
Etage du bien
:1er",75008,184,6,1er,0,0,0,Unknown,0,1,0,0
77m²,3 p.,1 p.,1 100 000 ,"Paris 01 (75001)
Halles","Ref de l'annonce
:4027643
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75001,77,6,2e,2,0,0,"Individuel, au gaz",0,0,0,1
48m²,2 p.,1 p.,500 000 ,"Paris 15 (75015)
PARIS","Ref de l'annonce
:DFC1222
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Cave
Ascenseur",75015,48,6,4e,0,1,"Terrasse, balcon",Unknown,0,0,0,0
65m²,3 p.,2 p.,729 000 ,"Paris 12 (75012)
PARIS","Ref de l'annonce
:805869
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:5
Cave
Ascenseur",75012,65,5,2e,0,1,Balcon,"Central, au gaz",0,0,1,0
74m²,3 p.,1 p.,1 100 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:3848781
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75008,74,6,1er,1,1,0,Unknown,0,0,0,0
52m²,2 p.,1 p.,655 000 ,"Paris 18 (75018)
Montmarte - Marie du 18e","Ref de l'annonce
:804361
Chauffage
:Individuel, électrique",75018,52,5,1er,0,0,0,"Individuel, électrique",0,0,0,1
135m²,5 p.,3 p.,1 540 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:2153
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:8
Ascenseur
Nombre de salle de bain
:1",75016,135,8,2e,1,0,Terrasse,Central,0,0,1,0
75m²,2 p.,1 p.,1 098 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:chabis
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",75016,75,8,2e,1,1,0,Central,0,0,1,0
177m²,5 p.,3 p.,1 990 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",75017,177,6,1er,0,0,0,Unknown,0,0,0,0
36m²,2 p.,1 p.,664 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3783174
Chauffage
:électrique
Etage du bien
:2e
Cave",75004,36,5,2e,0,1,0,électrique,0,0,0,0
35m²,2 p.,1 p.,582 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3783173
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:4",75004,35,4,1er,0,0,Terrasse,Unknown,0,0,0,0
39m²,2 p.,1 p.,577 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3833480
Nombre d'étages du bâtiment
:4",75004,39,4,2e,0,0,0,Unknown,0,0,0,0
105m²,4 p.,2 p.,2 390 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:HD SEVRES BABYLONE
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75006,105,5,5e,1,1,0,Individuel,0,0,0,1
38m²,2 p.,1 p.,464 500 ,"Paris 11 (75011)
Ménilmontant Parmentier Oberkampf","Ref de l'annonce
:340937062719
Chauffage
:électrique
Cave",75011,38,5,2e,0,1,0,électrique,0,0,0,0
68m²,3 p.,0 p.,624 750 ,"Paris 12 (75012)
PARIS 12EME ARRONDISSEMENT","Ref de l'annonce
:830039007269
Chauffage
:électrique
Nombre de salle de bain
:1",75012,68,5,2e,1,0,0,électrique,0,0,0,0
101m²,4 p.,2 p.,1 435 200 ,"Paris 08 (75008)
PARIS 8EME ARRONDISSEMENT","Ref de l'annonce
:830038323803
Chauffage
:Au gaz
Etage du bien
:4e
Cave
Ascenseur
Nombre de salle de bain
:1",75008,101,6,4e,1,1,0,Au gaz,0,0,0,0
54m²,3 p.,2 p.,577 500 ,"Paris 19 (75019)
Pont-de-Flandre","Ref de l'annonce
:4125683
Chauffage
:Individuel, électrique
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Accès handicapé",75019,54,8,4e,0,0,0,"Individuel, électrique",0,1,0,1
126m²,5 p.,3 p.,1 550 000 ,Paris 10 (75010)|Château d'Eau - Lancry,"Ref de l'annonce
:4107333
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75010,126,6,3e,1,1,Balcon,"Individuel, au gaz",0,0,0,1
48m²,2 p.,1 p.,539 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:GT22072020
Etage du bien
:4e",75011,48,5,4e,0,0,0,Unknown,0,0,0,0
100m²,4 p.,3 p.,1 495 000 ,"Paris 04 (75004)
Notre-Dame","Ref de l'annonce
:ISL/PA/9306/V
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",75004,100,5,3e,1,0,0,Unknown,0,0,0,0
35m²,1 p.,0 p.,350 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:161738091
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75014,35,6,4e,1,1,0,Central,0,0,1,0
42m²,2 p.,1 p.,399 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:125
Etage du bien
:1er
Cave",75018,42,5,1er,0,1,0,Unknown,0,0,0,0
56m²,3 p.,2 p.,772 000 ,"Paris 02 (75002)
Montorgueil-Saint Denis","Ref de l'annonce
:128155
Etage du bien
:2e
Ascenseur
Nombre de salle de bain
:1",75002,56,5,2e,1,0,0,Unknown,0,0,0,0
33m²,1 p.,0 p.,472 230 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:CBRPI
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:6",75016,33,6,2e,0,0,0,"Individuel, électrique",0,0,0,1
21m²,1 p.,0 p.,289 380 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:CBRP
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:6",75016,21,6,2e,0,0,0,"Individuel, électrique",0,0,0,1
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",75019,33,14,1er,1,0,0,Unknown,0,1,0,0
21m²,2 p.,1 p.,330 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:W-02IK9X
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Ascenseur
Nombre de salle de bain
:1",75001,21,7,4e,1,0,0,Unknown,0,0,0,0
77m²,3 p.,2 p.,722 000 ,"Paris 19 (75019)
PARIS","Ref de l'annonce
:806348
Chauffage
:Central, au gaz
Parking
Garage
Terrasse/Balcon
:Terrasse, balcon
Cave
Ascenseur
Climatisation",75019,77,6,1er,0,1,"Terrasse, balcon","Central, au gaz",0,1,1,0
104m²,5 p.,3 p.,1 133 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:av
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",75019,104,7,2e,0,1,0,Unknown,0,0,0,0
87m²,3 p.,2 p.,1 193 455 ,Paris 17 (75017)|Courcelles - Wagram,"Ref de l'annonce
:3844944
Chauffage
:Individuel, électrique
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,87,6,6e,1,0,0,"Individuel, électrique",0,0,0,1
84m²,4 p.,2 p.,970 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:7240
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75011,84,6,2e,1,1,0,"Individuel, au gaz",0,0,0,1
38m²,2 p.,1 p.,495 000 ,"Paris 11 (75011)
Folie-Méricourt","Ref de l'annonce
:3827179
Chauffage
:Individuel, au gaz
Etage du bien
:3e
Nombre d'étages du bâtiment
:4",75011,38,4,3e,0,0,0,"Individuel, au gaz",0,0,0,1
131m²,6 p.,3 p.,1 299 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:770
Cave
Nombre de salle de bain
:1",75019,131,6,1er,1,1,0,Unknown,0,0,0,0
133m²,5 p.,3 p.,2 600 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:161730165
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",75016,133,6,3e,1,0,Balcon,Unknown,0,0,0,0
80m²,3 p.,1 p.,960 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:161640657
Chauffage
:Central
Parking
Etage du bien
:9e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75015,80,12,9e,1,1,0,Central,0,1,1,0
45m²,2 p.,1 p.,360 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:161731833
Chauffage
:Central
Nombre d'étages du bâtiment
:5
Cave
Accès handicapé
Nombre de salle de bain
:1",75015,45,5,1er,1,1,0,Central,0,0,1,0
50m²,2 p.,1 p.,560 000 ,"Paris 17 (75017)
Paris","Ref de l'annonce
:10285
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75017,50,6,3e,1,1,0,Unknown,0,0,0,0
41m²,2 p.,1 p.,349 800 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:810
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75019,41,6,1er,1,1,0,Central,0,0,1,0
76m²,3 p.,2 p.,780 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:201
Etage du bien
:3e
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:1",75010,76,4,3e,1,0,0,Unknown,0,0,0,0
9m²,1 p.,0 p.,137 800 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:156523331
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75006,9,6,6e,0,0,0,Individuel,0,0,0,1
20m²,1 p.,0 p.,315 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:saint martin
Etage du bien
:4e
Meublé
Ascenseur",75004,20,5,4e,0,0,0,Unknown,0,0,0,0
245m²,6 p.,4 p.,4 200 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:NF52-6527
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:3",75008,245,7,4e,3,1,0,Individuel,0,0,0,1
386m²,7 p.,5 p.,7 245 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:NF52-6464
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:4",75016,386,7,4e,4,1,Balcon,Central,0,1,1,0
119m²,4 p.,3 p.,1 270 000 ,"Paris 10 (75010)
Hôpital-Saint-Louis","Ref de l'annonce
:3822894
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75010,119,6,4e,0,1,0,Individuel,0,0,0,1
28m²,2 p.,1 p.,270 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:202472RE6
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5",75018,28,5,1er,0,0,0,"Individuel, électrique",0,0,0,1
7m²,1 p.,0 p.,87 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:8228
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75015,7,5,5e,0,0,0,Unknown,0,0,0,0
68m²,2 p.,1 p.,680 000 ,"Paris 11 (75011)
PARIS","Ref de l'annonce
:AR1-667A
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:1",75011,68,5,2e,1,0,0,"Individuel, électrique",0,0,0,1
18m²,1 p.,0 p.,250 000 ,"Paris 15 (75015)
Métro Dupleix","Ref de l'annonce
:161725579
Chauffage
:Au gaz
Parking
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Accès handicapé",75015,18,7,1er,0,1,0,Au gaz,0,1,0,0
54m²,3 p.,2 p.,650 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:161725577
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:9
Ascenseur
Nombre de salle de bain
:1",75007,54,9,1er,1,0,0,Central,0,0,1,0
48m²,3 p.,1 p.,465 000 ,"Paris 19 (75019)
PARIS","Ref de l'annonce
:GB00110994
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:1er
Cave
Nombre de salle de bain
:1",75019,48,6,1er,1,1,"Terrasse, balcon",Unknown,0,0,0,0
78m²,3 p.,2 p.,762 500 ,"Paris 14 (75014)|Didot - Porte de Vanves, Mouton...","Ref de l'annonce
:3028
Chauffage
:Central, au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:16
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75014,78,16,6e,1,1,Balcon,"Central, au gaz",0,1,1,0
100m²,3 p.,2 p.,1 312 500 ,"Paris 14 (75014)|Mouton - Duvernet, Montparnasse...","Ref de l'annonce
:3022
Chauffage
:Individuel, électrique
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:3
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",75014,100,3,1er,1,1,Balcon,"Individuel, électrique",0,0,0,1
64m²,6 p.,1 p.,595 000 ,"Paris 12 (75012)
Porte Dorée| boulevard Soult","Ref de l'annonce
:3041
Chauffage
:Central
Etage du bien
:4e
Cave
Ascenseur
Nombre de salle de bain
:1",75012,64,5,4e,1,1,0,Central,0,0,1,0
95m²,2 p.,3 p.,1 184 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:161681023
Etage du bien
:1er
Nombre de salle de bain
:1",75010,95,5,1er,1,0,0,Unknown,0,0,0,0
42m²,1 p.,1 p.,680 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:10870
Etage du bien
:5e
Cave
Ascenseur",75005,42,5,5e,0,1,0,Unknown,0,0,0,0
9m²,3 p.,0 p.,145 000 ,"Paris 15 (75015)
Porte de Versailles","Ref de l'annonce
:31684174
Terrasse/Balcon
:Terrasse
Etage du bien
:8e
Nombre d'étages du bâtiment
:8",75015,9,8,8e,0,0,Terrasse,Unknown,0,0,0,0
50m²,1 p.,2 p.,520 000 ,"Paris 15 (75015)
Porte de Versailles","Ref de l'annonce
:31267599
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75015,50,6,5e,0,1,0,Unknown,0,0,0,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",75019,33,14,1er,1,0,0,Unknown,0,1,0,0
5m²,1 p.,0 p.,50 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:23658714
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Sécurité
:Gardien",75016,5,6,6e,0,0,0,Unknown,0,0,0,0
95m²,4 p.,2 p.,1 190 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:31684682
Chauffage
:Central, au fioul
Etage du bien
:2e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75016,95,9,2e,1,1,0,"Central, au fioul",0,0,1,0
56m²,3 p.,2 p.,890 000 ,"Paris 01 (75001)
PARIS 01","Ref de l'annonce
:31731353
Chauffage
:Individuel, électrique
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75001,56,6,4e,0,1,Balcon,"Individuel, électrique",0,0,0,1
58m²,3 p.,2 p.,570 000 ,"Paris 19 (75019)
Combat","Ref de l'annonce
:3886443
Etage du bien
:1er
Nombre d'étages du bâtiment
:2",75019,58,2,1er,0,0,0,Unknown,0,0,0,0
47m²,3 p.,2 p.,450 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:1092
Etage du bien
:4e
Cave
Nombre de salle de bain
:1",75019,47,6,4e,1,1,0,Unknown,0,0,0,0
66m²,3 p.,2 p.,1 155 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:4125803
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75005,66,5,1er,1,1,Terrasse,Central,0,0,1,0
78m²,3 p.,1 p.,1 240 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/MH/9309/V
Chauffage
:Au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Meublé
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,78,6,2e,1,1,0,Au gaz,0,0,0,0
81m²,1 p.,0 p.,65 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:W-02GV1D",75016,81,6,2e,0,0,0,Unknown,0,0,0,0
28m²,4 p.,3 p.,1 092 000 ,"Paris 15 (75015)
Saint-Lambert","Ref de l'annonce
:BQT/EB/9307/V
Terrasse/Balcon
:Balcon
Etage du bien
:11e
Nombre d'étages du bâtiment
:13
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75015,28,13,11e,2,1,Balcon,Unknown,0,0,0,0
58m²,2 p.,1 p.,478 000 ,"Paris 06 (75006)
Facultés - Jardn du Luxembourg - Montparnasse","Ref de l'annonce
:161710363
Etage du bien
:2e
Nombre d'étages du bâtiment
:2
Sécurité
:Gardien",75006,58,2,2e,0,0,0,Unknown,0,0,0,0
49m²,3 p.,2 p.,549 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:161708159
Etage du bien
:1er
Cave
Nombre de salle de bain
:1",75018,49,5,1er,1,1,0,Unknown,0,0,0,0
21m²,2 p.,1 p.,490 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:965
Chauffage
:Central
Parking
Etage du bien
:11e
Nombre d'étages du bâtiment
:13
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75019,21,13,11e,1,1,0,Central,0,1,1,0
27m²,1 p.,0 p.,260 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:131
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75011,27,5,5e,0,0,0,Unknown,0,0,0,0
29m²,1 p.,0 p.,399 000 ,"Paris 15 (75015)
Métro Ligne 10 Charles Michels 2mn à pied","Ref de l'annonce
:V438
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:10
Ascenseur
Nombre de salle de bain
:1",75015,29,10,9e,1,0,Balcon,Au gaz,0,0,0,0
88m²,2 p.,1 p.,400 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:SL428VHGR
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75016,88,6,5e,0,1,0,Individuel,0,0,0,1
33m²,4 p.,2 p.,1 239 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:4114948
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave",75003,33,5,2e,0,1,0,Individuel,0,0,0,1
177m²,5 p.,3 p.,1 990 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",75017,177,6,1er,0,0,0,Unknown,0,0,0,0
13m²,1 p.,0 p.,205 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:3768820
Etage du bien
:4e
Nombre d'étages du bâtiment
:5",75003,13,5,4e,0,0,0,Unknown,0,0,0,0
15m²,1 p.,0 p.,179 000 ,11 Rue Marguerite de Rochechouart 75009 Paris 9e,"Ref de l'annonce
:140992
Nombre d'étages du bâtiment
:5",75009,15,5,1er,0,0,0,Unknown,0,0,0,0
86m²,3 p.,2 p.,1 290 000 ,"Paris 09 (75009)
PARIS","Ref de l'annonce
:685583
Chauffage
:Individuel, au gaz
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Climatisation",75009,86,5,5e,0,1,0,"Individuel, au gaz",0,0,0,1
9m²,1 p.,0 p.,132 000 ,Paris 14 (75014)|Mouton - Duvernet,"Ref de l'annonce
:6408
Chauffage
:Individuel, électrique
Ascenseur",75014,9,5,1er,0,0,0,"Individuel, électrique",0,0,0,1
61m²,4 p.,2 p.,715 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:3343
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave",75010,61,6,4e,0,1,0,Unknown,0,0,0,0
28m²,2 p.,1 p.,385 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:161692853
Rénové
Chauffage
:électrique
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75018,28,6,6e,0,0,Balcon,électrique,1,0,0,0
45m²,2 p.,1 p.,475 000 ,"Paris 19 (75019)
Amérique","Ref de l'annonce
:804209
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:13
Cave
Ascenseur
Sécurité
:Gardien",75019,45,13,9e,0,1,Balcon,Central,0,1,1,0
45m²,3 p.,1 p.,650 000 ,"Paris 02 (75002)
Montorgueil","Ref de l'annonce
:805051
Chauffage
:Individuel, au gaz
Nombre d'étages du bâtiment
:5
Cave
Sécurité
:Gardien",75002,45,5,1er,0,1,0,"Individuel, au gaz",0,0,0,1
99m²,4 p.,2 p.,1 133 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:10013321
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75009,99,6,2e,1,1,0,Unknown,0,0,0,0
88m²,4 p.,2 p.,1 053 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:4122615
Chauffage
:Central, électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,88,7,1er,1,0,0,"Central, électrique",0,0,1,0
72m²,3 p.,2 p.,896 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3822891
Chauffage
:Central, au gaz
Etage du bien
:2e
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,72,6,2e,1,0,0,"Central, au gaz",0,0,1,0
50m²,2 p.,1 p.,590 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:161615711
Etage du bien
:3e
Nombre d'étages du bâtiment
:7",75001,50,7,3e,0,0,0,Unknown,0,0,0,0
55m²,2 p.,1 p.,515 000 ,"Paris 20 (75020)
Grands Champs","Ref de l'annonce
:CH2-570-SL
Chauffage
:Central
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé",75020,55,9,8e,0,1,0,Central,0,0,1,0
89m²,4 p.,2 p.,1 455 000 ,"Paris 07 (75007)
PARIS","Ref de l'annonce
:ML1-1293
Chauffage
:Central, au fioul
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",75007,89,8,1er,1,1,0,"Central, au fioul",0,0,1,0
72m²,2 p.,1 p.,865 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:LKM28684
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Meublé
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75011,72,6,5e,1,0,Balcon,"Individuel, au gaz",0,0,0,1
56m²,3 p.,2 p.,650 000 ,"Paris 09 (75009)
Martyrs","Ref de l'annonce
:PRST334
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Sécurité
:Gardien
Nombre de salle de bain
:1",75009,56,6,4e,1,0,0,Unknown,0,0,0,0
70m²,3 p.,2 p.,745 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:161692825
Rénové
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé",75016,70,6,1er,0,1,0,Central,1,0,1,0
16m²,1 p.,0 p.,231 000 ,"Paris 15 (75015)
Convention|Vouillé","Ref de l'annonce
:305
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Ascenseur
Sécurité
:Gardien",75015,16,5,5e,0,0,0,Central,0,0,1,0
