Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,nb_bat,nb_good,nb_bain,Cave,balc_terr,Chauffage,Rénové,Parking,Chauffage_Central,Chauffage_Individuel
53m²,2 p.,1 p.,675 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3950649
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",75016,53,6,1er,0,1,Balcon,Central,0,0,1,0
129m²,5 p.,3 p.,1 470 000 ,"Paris 20 (75020)
Gambetta","Ref de l'annonce
:159492475
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75020,129,6,2e,1,1,Balcon,Individuel,0,0,0,1
32m²,2 p.,1 p.,310 000 ,Paris 14 (75014)|Montparnasse - Raspail,"Ref de l'annonce
:6391
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:4",75014,32,4,3e,0,0,0,Individuel,0,0,0,1
63m²,3 p.,2 p.,772 000 ,"Paris 11 (75011)
Paris","Ref de l'annonce
:1201A
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Nombre de salle de bain
:1",75011,63,4,4e,1,1,Balcon,"Central, au gaz",0,0,1,0
58m²,2 p.,1 p.,351 000 ,"Paris 17 (75017)
Métro Porte Maillot","Ref de l'annonce
:RSIM784A
Chauffage
:Central
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:11
Cave
Ascenseur
Sécurité
:Gardien",75017,58,11,4e,0,1,0,Central,0,1,1,0
68m²,3 p.,2 p.,461 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:RSIM790A
Chauffage
:Central
Etage du bien
:7e
Nombre d'étages du bâtiment
:14
Cave
Ascenseur
Sécurité
:Gardien",75017,68,14,7e,0,1,0,Central,0,0,1,0
98m²,4 p.,3 p.,935 000 ,"Paris 10 (75010)
Paris 10","Ref de l'annonce
:35-4415541
Chauffage
:électrique
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75010,98,6,6e,0,0,0,électrique,0,0,0,0
187m²,6 p.,3 p.,2 475 000 ,"Paris 08 (75008)
Champs Élysée| place des ternes","Ref de l'annonce
:LA2-781
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur",75008,187,6,4e,0,0,Balcon,"Individuel, au gaz",0,0,0,1
100m²,6 p.,4 p.,975 000 ,"Paris 18 (75018)
Paris","Ref de l'annonce
:487
Chauffage
:Individuel, électrique
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75018,100,6,5e,1,1,0,"Individuel, électrique",0,0,0,1
6m²,1 p.,0 p.,63 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:3154
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:5",75011,6,5,4e,0,0,0,Individuel,0,0,0,1
26m²,1 p.,0 p.,272 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:108
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:11e
Nombre d'étages du bâtiment
:11
Cave
Ascenseur
Sécurité
:Gardien",75019,26,11,11e,0,1,"Terrasse, balcon",Unknown,0,0,0,0
20m²,1 p.,0 p.,233 000 ,Paris 20 (75020)|Père Lachaise - Réunion...,"Ref de l'annonce
:911
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:1",75020,20,3,2e,1,0,0,Individuel,0,0,0,1
44m²,2 p.,1 p.,555 000 ,"Paris 14 (75014)
PARIS","Ref de l'annonce
:V14140
Chauffage
:Central
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien",75014,44,9,8e,0,1,0,Central,0,0,1,0
150m²,6 p.,4 p.,1 750 000 ,"Paris 10 (75010)
Paris 10","Ref de l'annonce
:29-4284992
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:2",75010,150,6,5e,2,0,Balcon,Au gaz,0,0,0,0
21m²,1 p.,0 p.,323 000 ,"Paris 06 (75006)
Bld Saint germain","Ref de l'annonce
:164
Etage du bien
:5e
Nombre d'étages du bâtiment
:6",75006,21,6,5e,0,0,0,Unknown,0,0,0,0
71m²,3 p.,2 p.,950 000 ,Paris 17 (75017)|Batignolles - Cardinet,"Ref de l'annonce
:30818536
Chauffage
:Central, au gaz
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75017,71,6,3e,0,1,0,"Central, au gaz",0,0,1,0
16m²,1 p.,0 p.,230 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:MC04
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75020,16,6,6e,0,0,0,Individuel,0,0,0,1
72m²,3 p.,2 p.,1 150 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:2888686
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75006,72,6,3e,0,1,0,Unknown,0,0,0,0
113m²,5 p.,3 p.,1 861 600 ,"Paris 06 (75006)
Sevres Babylone","Ref de l'annonce
:charme
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75006,113,6,3e,1,1,0,Individuel,0,0,0,1
59m²,4 p.,2 p.,850 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:159389191
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",75008,59,6,6e,0,1,0,Unknown,0,0,0,0
22m²,1 p.,0 p.,265 000 ,"Paris 15 (75015)
Balard","Ref de l'annonce
:30772568
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien",75015,22,5,3e,0,1,0,Central,0,0,1,0
60m²,3 p.,2 p.,849 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:159416255
Chauffage
:Au gaz
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75004,60,6,1er,0,1,Terrasse,Au gaz,0,0,0,0
44m²,2 p.,1 p.,490 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:16PETRA23
Chauffage
:Individuel, électrique
Etage du bien
:3e
Nombre d'étages du bâtiment
:5",75016,44,5,3e,0,0,0,"Individuel, électrique",0,0,0,1
282m²,7 p.,4 p.,3 580 000 ,"Paris 17 (75017)
Wagram","Ref de l'annonce
:1454CKL
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:3",75017,282,6,3e,3,1,0,Individuel,0,0,0,1
40m²,2 p.,1 p.,625 000 ,"Paris 05 (75005)
Saint-Victor","Ref de l'annonce
:3427616
Chauffage
:Individuel, électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:7",75005,40,7,2e,0,0,0,"Individuel, électrique",0,0,0,1
27m²,1 p.,1 p.,499 500 ,Paris 06 (75006)|Odéon - Mabillon,"Ref de l'annonce
:3948019
Chauffage
:Individuel, au gaz
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:1",75006,27,5,5e,1,0,0,"Individuel, au gaz",0,0,0,1
59m²,2 p.,1 p.,441 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MV1-245
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur",75016,59,4,4e,0,1,Balcon,Central,0,0,1,0
92m²,5 p.,4 p.,800 000 ,"Paris 12 (75012)
Dugommier.","Ref de l'annonce
:773117
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur",75012,92,4,4e,0,1,0,Central,0,0,1,0
85m²,3 p.,2 p.,1 200 000 ,Paris 17 (75017)|Pereire,"Ref de l'annonce
:125934
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur",75017,85,9,8e,0,1,"Terrasse, balcon",Unknown,0,1,0,0
53m²,2 p.,1 p.,590 000 ,Paris 17 (75017)|Ternes - Maillot,"Ref de l'annonce
:147192
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",75017,53,7,2e,0,1,Balcon,Unknown,0,1,0,0
29m²,2 p.,1 p.,365 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:140231
Etage du bien
:3e
Nombre d'étages du bâtiment
:4
Cave",75009,29,4,3e,0,1,0,Unknown,0,0,0,0
110m²,5 p.,4 p.,1 590 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:3946350
Chauffage
:Individuel, au gaz
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Nombre de salle de bain
:1",75017,110,7,4e,1,1,0,"Individuel, au gaz",0,1,0,1
119m²,5 p.,3 p.,1 870 000 ,"Paris 06 (75006)
Duroc, Falguière","Ref de l'annonce
:580RGAS06
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75006,119,6,5e,1,1,Balcon,Unknown,0,0,0,0
35m²,2 p.,1 p.,375 000 ,Paris 20 (75020)|Gambetta,"Ref de l'annonce
:942
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",75020,35,5,4e,1,1,0,Individuel,0,0,0,1
83m²,4 p.,3 p.,855 000 ,"Paris 14 (75014)
Moulin de la vierge","Ref de l'annonce
:V360
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75014,83,6,5e,1,1,Balcon,Central,0,0,1,0
35m²,2 p.,1 p.,595 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:BAC-6457
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:1",75003,35,5,2e,1,0,0,Unknown,0,0,0,0
73m²,4 p.,2 p.,879 000 ,Paris 11 (75011)|Nation - Alexandre Dumas,"Ref de l'annonce
:2507
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75011,73,6,3e,1,1,0,Unknown,0,0,0,0
9m²,1 p.,0 p.,112 000 ,"Paris 18 (75018)
Tout commerce, école, transport","Ref de l'annonce
:10_BLVAP120000521
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",75018,9,6,6e,1,0,0,Individuel,0,0,0,1
19m²,1 p.,0 p.,267 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:FLVAP50000169
Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:4",75017,19,4,1er,0,0,0,Au gaz,0,0,0,0
77m²,4 p.,2 p.,716 000 ,"Paris 14 (75014)
Porte d'Orléans","Ref de l'annonce
:WY1-1682
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:11
Cave
Ascenseur
Nombre de salle de bain
:1",75014,77,11,3e,1,1,Balcon,Central,0,1,1,0
110m²,4 p.,2 p.,1 342 000 ,"Paris 09 (75009)
Trudaine | condorcet","Ref de l'annonce
:AE1-1516
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",75009,110,4,1er,1,1,0,Individuel,0,0,0,1
79m²,2 p.,1 p.,655 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:787
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75011,79,5,5e,0,0,0,Unknown,0,0,0,0
428m²,8 p.,4 p.,5 300 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:OA091FPCL3
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,428,6,3e,2,1,Balcon,Central,0,1,1,0
10m²,1 p.,0 p.,145 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1809
Etage du bien
:2e
Nombre d'étages du bâtiment
:2",75015,10,2,2e,0,0,0,Unknown,0,0,0,0
33m²,2 p.,1 p.,441 000 ,Paris 17 (75017)|Pereire,"Ref de l'annonce
:EMPNM1023
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Accès handicapé",75017,33,6,1er,0,1,0,Central,0,0,1,0
72m²,3 p.,2 p.,862 000 ,"Paris 13 (75013)
Arago","Ref de l'annonce
:611
Chauffage
:Central
Terrasse/Balcon
:Balcon
Jardin
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75013,72,7,3e,1,1,Balcon,Central,0,0,1,0
19m²,1 p.,0 p.,240 000 ,"Paris 14 (75014)
PARIS","Ref de l'annonce
:553
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75014,19,6,6e,0,0,0,Unknown,0,0,0,0
21m²,2 p.,1 p.,275 000 ,"Paris 11 (75011)|Belleville - Saint-Maur, Républ...","Ref de l'annonce
:30722341
Chauffage
:Individuel, électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:6",75011,21,6,2e,0,0,0,"Individuel, électrique",0,0,0,1
53m²,3 p.,2 p.,890 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3 pièces Marais
Rénové
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:1",75004,53,4,2e,1,0,0,Unknown,1,0,0,0
60m²,3 p.,2 p.,525 000 ,"Paris 18 (75018)
2 gares SNCF - monuments historiques - boutiques","Ref de l'annonce
:GARE DE l'EST - INVE
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Accès handicapé",75018,60,6,5e,0,0,0,Individuel,0,0,0,1
39m²,2 p.,2 p.,480 000 ,Paris 13 (75013)|Bièvre Sud - Tolbiac,"Ref de l'annonce
:3929393
Chauffage
:électrique
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75013,39,6,6e,0,0,0,électrique,0,0,0,0
168m²,6 p.,4 p.,2 550 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:832
Rénové
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75006,168,6,1er,2,1,0,Central,1,0,1,0
25m²,1 p.,0 p.,372 000 ,"Paris 03 (75003)
Enfants-Rouges","Ref de l'annonce
:3933173
Chauffage
:électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave",75003,25,5,2e,0,1,0,électrique,0,0,0,0
40m²,2 p.,1 p.,445 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:171
Etage du bien
:2e
Nombre d'étages du bâtiment
:2
Nombre de salle de bain
:1",75017,40,2,2e,1,0,0,Unknown,0,0,0,0
32m²,2 p.,1 p.,322 000 ,Paris 13 (75013)|Patay - Masséna,"Ref de l'annonce
:MC-756
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",75013,32,7,6e,0,1,0,Central,0,0,1,0
185m²,6 p.,4 p.,4 680 000 ,Paris 08 (75008)|Triangle d'Or,"Ref de l'annonce
:EMPSB118
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:2",75008,185,5,5e,2,1,"Terrasse, balcon",Unknown,0,1,0,0
36m²,2 p.,1 p.,455 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3203
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75016,36,6,6e,0,0,0,Unknown,0,0,0,0
32m²,1 p.,1 p.,450 000 ,Paris 01 (75001)|Palais Royal,"Ref de l'annonce
:3645409
Chauffage
:Individuel, électrique
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75001,32,5,5e,0,0,0,"Individuel, électrique",0,0,0,1
148m²,6 p.,4 p.,2 760 000 ,"Paris 05 (75005)
Val-de-Grâce","Ref de l'annonce
:152754471
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75005,148,5,3e,1,1,0,Central,0,0,1,0
8m²,1 p.,1 p.,85 000 ,"Paris 15 (75015)
Lecourbe - Vaugirard","Ref de l'annonce
:759069
Chauffage
:Central
Etage du bien
:8e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien",75015,8,8,8e,0,0,0,Central,0,0,1,0
22m²,2 p.,1 p.,220 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:155951571
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur",75019,22,6,4e,0,0,0,Unknown,0,0,0,0
109m²,4 p.,3 p.,1 100 000 ,"Paris 20 (75020)
Paris 20","Ref de l'annonce
:2859-4413822
Chauffage
:électrique
Parking
Garage
Terrasse/Balcon
:Balcon
Etage du bien
:8e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:2",75020,109,8,8e,2,1,Balcon,électrique,0,1,0,0
135m²,4 p.,3 p.,2 450 000 ,"Paris 08 (75008)
Triangle d'or","Ref de l'annonce
:NF52-5541
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:3",75008,135,6,6e,3,0,0,Unknown,0,0,0,0
61m²,3 p.,2 p.,990 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:ISL/HB/8926/V
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75004,61,5,5e,1,1,0,Unknown,0,0,0,0
94m²,4 p.,3 p.,1 407 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:ISL/GDF/9128/V
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",75004,94,7,3e,0,1,0,Unknown,0,0,0,0
107m²,5 p.,4 p.,1 250 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:VA2461-PARISIAN
Rénové
Chauffage
:électrique
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:2",75015,107,7,5e,2,1,Balcon,électrique,1,0,0,0
34m²,1 p.,0 p.,275 000 ,"Paris 13 (75013)
Porte d'Ivry","Ref de l'annonce
:29873185
Chauffage
:Central
Parking
Etage du bien
:11e
Nombre d'étages du bâtiment
:30
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75013,34,30,11e,1,1,0,Central,0,1,1,0
11m²,1 p.,0 p.,160 000 ,"Paris 01 (75001)
Louvre-Rivoli","Ref de l'annonce
:30540629
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur",75001,11,7,7e,0,0,0,Unknown,0,0,0,0
63m²,3 p.,2 p.,650 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:94
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé",75012,63,10,5e,0,1,0,Central,0,0,1,0
15m²,1 p.,0 p.,227 760 ,"Paris 20 (75020)
Paris","Ref de l'annonce
:0410828B
Chauffage
:Individuel, électrique
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75020,15,6,6e,0,0,0,"Individuel, électrique",0,0,0,1
81m²,3 p.,2 p.,1 090 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:2133
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Nombre de salle de bain
:1",75016,81,9,2e,1,1,0,Central,0,0,1,0
106m²,3 p.,1 p.,1 585 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:2574397
Chauffage
:électrique
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75008,106,8,3e,1,1,Balcon,électrique,0,1,0,0
144m²,5 p.,4 p.,1 895 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:2985747
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,144,6,4e,1,1,Balcon,Individuel,0,0,0,1
164m²,7 p.,1 p.,2 175 000 ,"Paris 17 (75017)
Terne","Ref de l'annonce
:125856
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien",75017,164,6,6e,0,0,0,Unknown,0,0,0,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",75019,33,14,1er,1,0,0,Unknown,0,1,0,0
85m²,4 p.,3 p.,1 030 000 ,"Paris 13 (75013)
PARIS","Ref de l'annonce
:75NEXWOO407
Etage du bien
:4e
Nombre d'étages du bâtiment
:4",75013,85,4,4e,0,0,0,Unknown,0,0,0,0
46m²,2 p.,1 p.,494 500 ,"Paris 13 (75013)
PARIS","Ref de l'annonce
:75NEXWOO301
Etage du bien
:3e
Nombre d'étages du bâtiment
:4",75013,46,4,3e,0,0,0,Unknown,0,0,0,0
32m²,1 p.,0 p.,380 000 ,"Paris 13 (75013)
PARIS","Ref de l'annonce
:75NEXWOO311
Etage du bien
:3e
Nombre d'étages du bâtiment
:4",75013,32,4,3e,0,0,0,Unknown,0,0,0,0
65m²,3 p.,2 p.,740 500 ,"Paris 13 (75013)
PARIS","Ref de l'annonce
:75NEXWOO102
Etage du bien
:1er
Nombre d'étages du bâtiment
:4",75013,65,4,1er,0,0,0,Unknown,0,0,0,0
44m²,2 p.,1 p.,389 000 ,"Paris 19 (75019)
CENTRE VILLE","Ref de l'annonce
:856
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75019,44,5,3e,1,1,0,Central,0,0,1,0
13m²,1 p.,0 p.,185 500 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:413
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75015,13,6,6e,0,0,0,Unknown,0,0,0,0
124m²,5 p.,3 p.,1 800 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3310980
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Ascenseur
Sécurité
:Gardien",75016,124,9,8e,0,0,"Terrasse, balcon",Central,0,0,1,0
68m²,3 p.,2 p.,995 000 ,"Paris 04 (75004)
Arsenal","Ref de l'annonce
:3779662
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75004,68,6,5e,1,0,0,Unknown,0,0,0,0
140m²,6 p.,4 p.,1 990 000 ,Paris 17 (75017)|Pereire,"Ref de l'annonce
:187593
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75017,140,6,2e,0,1,0,Unknown,0,0,0,0
120m²,5 p.,4 p.,1 650 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:3913444
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien",75004,120,6,1er,0,0,0,Unknown,0,0,0,0
89m²,4 p.,1 p.,642 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:VA2266-SIXTIES
Etage du bien
:3e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",75019,89,8,3e,1,1,0,Unknown,0,0,0,0
102m²,4 p.,3 p.,1 440 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3916371
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,102,7,3e,1,1,Balcon,"Central, au gaz",0,0,1,0
146m²,5 p.,3 p.,2 100 000 ,"Paris 18 (75018)
Clignancourt","Ref de l'annonce
:3728291
Chauffage
:Au gaz
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75018,146,7,3e,1,1,0,Au gaz,0,0,0,0
15m²,1 p.,0 p.,198 000 ,"Paris 17 (75017)|Batignolles - Cardinet, Legendr...","Ref de l'annonce
:148745
Etage du bien
:2e
Nombre d'étages du bâtiment
:4",75017,15,4,2e,0,0,0,Unknown,0,0,0,0
54m²,3 p.,2 p.,445 000 ,Paris 19 (75019)|Flandre - Aubervilliers,"Ref de l'annonce
:26857507
Chauffage
:Individuel, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75019,54,6,4e,1,1,0,"Individuel, au gaz",0,0,0,1
49m²,2 p.,1 p.,440 000 ,Paris 20 (75020)|Gambetta,"Ref de l'annonce
:933
Chauffage
:Individuel
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75020,49,6,4e,1,0,0,Individuel,0,1,0,1
97m²,5 p.,3 p.,730 000 ,"Paris 13 (75013)
Parc de Choisy","Ref de l'annonce
:7_MSVAP90000530
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:28e
Nombre d'étages du bâtiment
:33
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75013,97,33,28e,1,1,Balcon,Unknown,0,1,0,0
29m²,2 p.,1 p.,410 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:3915605
Etage du bien
:4e
Nombre d'étages du bâtiment
:5",75003,29,5,4e,0,0,0,Unknown,0,0,0,0
25m²,1 p.,0 p.,380 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:14052020
Rénové
Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien",75008,25,6,1er,0,0,0,Au gaz,1,0,0,0
22m²,1 p.,0 p.,277 000 ,"Paris 15 (75015)
Balard - Porte de Versailles","Ref de l'annonce
:WY1-1676
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75015,22,6,3e,0,1,0,Unknown,0,0,0,0
